ID,Name,HP,Attack,Defense,Speed,Luck,Magic,Resistance,Agility
486,Fire Knight Elite,92,13,7,11,96,46,14,2
487,Light Archer Elite,81,32,10,10,92,18,14,6
488,Ice Assassin Prince,88,10,26,4,27,18,6,12
489,Dark Knight Prince,92,44,9,8,89,45,14,3
490,Holy Archer King,52,41,22,7,16,54,32,19
491,Dark Ranger Guardian,158,42,7,18,78,32,9,24
492,Wind Mage Slayer,155,21,14,7,55,23,23,22
493,Fire Priest Lord,190,49,34,13,93,10,10,14
494,Ice Archer Guardian,147,15,16,6,97,56,31,23
495,Shadow Priest Lord,97,13,12,1,81,26,24,4
496,Light Priest Elite,117,45,8,2,11,36,9,20
497,Dark Berserker Queen,63,35,9,1,26,24,25,1
498,Fire Berserker Slayer,158,36,31,9,88,19,30,22
499,Light Warrior Elite,138,37,20,5,89,51,15,20
500,Ancient Knight Prince,182,49,25,18,78,14,15,11
501,Light Archer King,157,16,19,7,63,41,33,24
502,Light Knight King,60,11,20,12,5,30,30,17
503,Storm Priest King,78,41,32,17,97,30,27,14
504,Holy Ranger Slayer,79,49,14,16,58,19,26,21
505,Dark Mage Master,125,46,23,10,19,12,33,15
506,Storm Berserker Champion,103,49,27,11,73,43,21,6
507,Wind Priest Prince,93,43,20,7,25,51,24,24
508,Earth Assassin Lord,56,21,35,7,50,21,26,15
509,Light Archer Elite,108,34,15,4,4,33,6,8
510,Holy Assassin Prince,191,35,29,1,86,49,8,23
511,Storm Warrior King,66,47,17,13,38,18,14,13
512,Dark Knight Lord,79,28,34,1,9,49,11,23
513,Fire Berserker Champion,119,23,13,13,48,28,32,12
514,Fire Paladin Elite,58,30,17,16,37,14,31,1
515,Fire Archer Lord,149,27,13,4,81,45,15,18
516,Earth Berserker Slayer,88,28,5,9,71,44,33,15
517,Earth Warrior Prince,67,25,16,14,28,31,8,2
518,Fire Archer Prince,78,37,33,9,29,37,10,4
519,Storm Warrior Queen,100,20,36,16,92,28,10,2
520,Wind Berserker Lord,64,22,34,17,14,31,32,15
521,Storm Archer Queen,155,21,16,12,29,30,17,10
522,Storm Assassin Prince,151,12,7,16,47,34,27,22
523,Fire Priest Legend,189,33,22,12,42,30,27,6
524,Shadow Assassin Master,182,32,26,9,30,14,28,16
525,Fire Mage Champion,138,35,32,16,33,58,17,21
526,Earth Necromancer Legend,168,24,31,3,70,58,5,16
527,Light Assassin Elite,127,17,22,4,1,19,24,3
528,Earth Archer Slayer,62,49,35,16,61,13,28,20
529,Ancient Paladin Master,194,40,13,14,17,29,28,16
530,Earth Ranger King,132,14,26,6,15,57,11,6
531,Storm Archer Guardian,52,20,31,6,90,28,32,21
532,Ice Knight Lord,100,18,30,18,30,11,13,8
533,Ancient Priest Legend,153,27,30,4,30,56,30,15
534,Holy Mage Champion,90,40,39,19,89,34,17,18
535,Wind Knight Elite,94,41,18,11,21,42,10,23
536,Light Archer Master,61,33,16,11,70,13,34,1
537,Shadow Assassin Elite,117,47,39,18,35,16,28,22
538,Fire Paladin Prince,148,15,38,16,71,46,10,10
539,Shadow Necromancer Guardian,71,36,19,12,36,48,15,18
540,Wind Assassin Prince,83,23,20,12,27,25,6,5
541,Fire Necromancer King,122,46,11,11,89,27,12,21
542,Storm Priest Master,173,41,15,11,72,48,5,14
543,Earth Necromancer Master,63,46,26,7,12,33,31,9
544,Wind Priest Slayer,167,17,22,9,79,53,34,12
545,Shadow Necromancer Elite,61,30,28,6,73,39,13,4
546,Holy Knight King,97,43,14,19,54,21,29,24
547,Dark Paladin Guardian,68,10,9,1,28,59,8,14
548,Dark Warrior Lord,62,43,8,14,83,46,13,3
549,Storm Paladin King,112,44,28,4,83,26,27,16
550,Shadow Paladin Lord,120,25,27,4,70,25,13,1
551,Light Mage King,59,39,19,17,85,30,7,17
552,Ancient Mage Champion,161,33,13,8,10,17,28,20
553,Ice Warrior Queen,179,24,30,1,67,11,34,20
554,Storm Assassin Lord,67,42,37,15,98,34,15,14
555,Light Berserker Elite,137,36,6,18,33,20,8,6
556,Ice Berserker Lord,135,45,6,3,80,46,6,17
557,Light Berserker Queen,130,28,20,9,33,18,14,12
558,Shadow Paladin Champion,176,41,7,19,76,45,28,17
559,Fire Necromancer Prince,185,19,6,14,86,44,23,13
560,Earth Assassin Queen,68,14,25,9,86,54,34,22
561,Ancient Paladin Queen,164,11,14,2,80,58,15,22
562,Storm Archer Queen,52,32,12,9,60,25,23,21
563,Fire Mage King,115,36,38,8,29,51,31,17
564,Ice Necromancer Slayer,123,29,39,9,79,53,24,5
565,Earth Ranger Master,145,14,5,6,44,24,25,7
566,Dark Assassin Lord,106,34,25,3,40,43,20,1
567,Holy Ranger Prince,91,13,30,9,15,35,27,5
568,Dark Assassin Prince,96,11,34,8,3,29,23,1
569,Dark Paladin King,88,14,18,17,67,34,34,17
570,Earth Necromancer Lord,66,42,37,11,1,16,9,13
571,Shadow Archer Slayer,172,21,24,6,99,42,8,11
572,Holy Berserker Slayer,193,42,26,1,28,51,13,5
573,Ice Ranger Guardian,53,46,5,9,47,29,18,22
574,Earth Ranger Elite,126,21,8,6,40,34,15,14
575,Light Warrior Prince,105,44,8,18,95,52,14,7
576,Holy Paladin Legend,77,21,27,5,52,18,26,23
577,Shadow Warrior Legend,180,22,16,19,97,32,28,21
578,Shadow Priest Prince,113,31,10,7,55,31,23,14
579,Fire Warrior King,135,14,33,13,14,58,10,21
580,Light Warrior Prince,115,10,32,12,1,53,31,12
581,Shadow Ranger King,144,44,8,3,17,41,13,9
582,Ice Paladin Legend,130,39,13,3,33,24,29,17
583,Ancient Archer Queen,184,14,10,11,96,31,26,17
584,Holy Warrior Queen,78,28,38,11,4,50,21,14
585,Shadow Berserker Champion,125,28,6,7,86,37,22,16
586,Light Paladin Master,75,48,39,19,59,43,30,15
587,Wind Ranger Champion,55,32,31,4,76,23,5,4
588,Ice Knight Slayer,63,34,28,10,61,38,10,3
589,Light Paladin Slayer,60,22,5,11,8,20,31,18
590,Fire Necromancer Legend,143,27,22,12,68,49,14,16
591,Dark Knight Slayer,106,44,18,6,7,12,13,11
592,Earth Berserker Master,100,29,21,4,20,19,29,7
593,Wind Warrior Champion,67,49,13,1,4,54,16,19
594,Storm Berserker King,91,47,10,4,79,17,29,11
595,Holy Archer King,125,13,5,3,51,39,8,21
596,Holy Priest Slayer,128,39,19,1,4,10,17,2
597,Holy Warrior Queen,193,18,23,1,3,30,24,11
598,Fire Mage Prince,164,29,10,1,91,29,28,17
599,Wind Paladin Champion,121,26,18,15,76,15,29,1
600,Holy Assassin King,53,15,33,12,48,38,26,5
601,Ice Archer Guardian,193,49,37,17,3,15,5,7
602,Dark Knight Slayer,68,39,9,12,26,42,21,16
603,Fire Knight Master,118,28,5,4,34,55,12,23
604,Storm Knight Guardian,171,28,19,16,88,13,26,1
605,Storm Archer Legend,94,10,7,9,85,25,7,15
606,Holy Ranger King,174,31,21,17,82,48,8,1
607,Light Paladin Queen,123,46,28,5,42,47,19,23
608,Fire Paladin Champion,118,16,5,3,88,12,32,22
609,Shadow Priest Slayer,121,34,36,7,4,22,32,22
610,Storm Warrior Lord,184,31,10,15,64,54,14,4
611,Holy Priest Prince,194,12,16,17,70,54,6,3
612,Fire Ranger Champion,160,27,7,7,7,46,11,24
613,Ice Archer Champion,81,20,21,19,12,31,6,14
614,Holy Berserker Lord,190,36,33,1,19,37,6,21
615,Fire Berserker Queen,51,41,29,14,32,51,22,22
616,Holy Mage Lord,69,44,7,7,73,48,23,2
617,Wind Warrior Lord,130,30,19,10,3,36,25,23
618,Storm Ranger Master,166,20,29,5,41,15,11,24
619,Holy Paladin Elite,153,30,38,19,82,51,13,6
620,Fire Ranger Queen,163,20,12,6,82,49,6,6
621,Shadow Priest King,197,13,33,13,48,27,20,21
622,Holy Mage Queen,118,42,35,11,6,45,30,17
623,Fire Priest Lord,101,29,20,1,11,24,17,23
624,Earth Ranger Prince,101,31,35,4,15,27,32,17
625,Ice Warrior King,88,41,18,9,29,47,15,10
626,Light Mage Slayer,160,39,15,5,43,22,12,11
627,Holy Assassin Guardian,189,29,16,13,88,38,20,18
628,Earth Warrior Master,53,19,27,13,68,59,25,15
629,Light Priest King,133,42,10,17,91,55,25,11
630,Ancient Archer Champion,136,44,36,2,64,52,28,21
631,Storm Priest Slayer,137,38,7,12,77,38,12,18
632,Light Mage Master,136,46,23,10,4,42,23,2
633,Light Warrior Legend,73,36,32,15,59,27,29,20
634,Ice Warrior Champion,176,18,20,15,31,16,8,6
635,Fire Necromancer Slayer,118,21,39,11,14,51,8,7
636,Ice Archer Slayer,145,32,19,16,2,58,31,23
637,Ice Paladin Elite,161,13,16,2,26,27,19,23
638,Ancient Berserker Elite,115,18,21,15,5,20,5,18
639,Dark Priest Prince,71,33,35,7,49,16,9,9
640,Ice Assassin Legend,104,31,36,5,8,37,27,19
641,Storm Archer Elite,140,14,12,7,25,56,24,22
642,Wind Priest Prince,79,47,30,4,90,52,15,19
643,Earth Archer Prince,117,43,37,17,80,17,18,23
644,Fire Warrior Lord,68,49,31,3,15,53,11,17
645,Ice Berserker Queen,174,24,39,10,88,42,32,11
646,Wind Berserker Slayer,54,36,18,8,39,16,20,12
647,Holy Mage Prince,192,42,31,9,76,45,18,13
648,Shadow Paladin Champion,52,10,25,17,30,23,28,2
649,Shadow Archer Guardian,107,48,7,15,73,34,8,4
650,Ancient Ranger Lord,95,26,10,15,44,54,10,24
651,Light Berserker Legend,73,36,17,16,51,51,12,17
652,Wind Archer Lord,99,27,32,7,98,58,34,11
653,Holy Paladin Legend,162,38,11,14,53,51,31,21
654,Shadow Necromancer Legend,116,41,19,8,91,58,13,22
655,Fire Mage Elite,51,12,30,19,10,55,11,1
656,Holy Paladin Master,76,46,28,13,79,24,17,20
657,Shadow Archer King,100,49,5,18,57,13,5,4
658,Shadow Assassin Champion,157,37,8,19,57,46,34,16
659,Shadow Mage Lord,92,34,23,15,27,18,34,12
660,Storm Archer Slayer,154,39,31,19,17,26,9,24
661,Earth Ranger Slayer,99,17,38,11,81,46,25,20
662,Light Knight Master,68,37,18,8,82,49,29,4
663,Ice Necromancer Guardian,193,49,17,5,61,38,24,12
664,Shadow Assassin King,137,21,16,15,73,28,12,19
665,Earth Necromancer Queen,132,34,6,12,76,35,15,4
666,Storm Knight Slayer,155,19,39,4,57,15,9,5
667,Holy Knight Guardian,164,14,8,2,5,13,18,22
668,Earth Archer Guardian,126,27,31,4,3,49,8,4
669,Holy Necromancer Legend,171,33,8,16,57,49,9,16
670,Storm Mage Elite,182,44,37,10,70,33,13,17
671,Earth Berserker Prince,53,38,23,8,39,14,15,2
672,Earth Priest Guardian,166,22,22,19,23,34,25,19
673,Ancient Paladin Prince,112,32,36,5,52,14,24,21
674,Ancient Knight King,90,32,18,6,17,30,6,8
675,Ice Assassin Prince,80,13,27,19,74,22,29,1
676,Holy Berserker Champion,120,22,38,10,15,38,12,11
677,Holy Assassin King,120,11,37,12,94,26,13,18
678,Wind Archer Elite,180,24,33,12,53,27,17,1
679,Ancient Priest Guardian,118,13,7,7,66,22,19,2
680,Ancient Berserker Elite,181,34,26,2,16,24,19,19
681,Dark Ranger Prince,106,27,26,14,53,12,31,1
682,Wind Knight Champion,171,32,34,10,63,43,5,6
683,Earth Archer Queen,167,29,12,1,46,20,8,14
684,Fire Knight Slayer,191,38,27,14,97,46,17,5
685,Shadow Ranger Slayer,59,41,5,5,64,43,29,19
686,Shadow Archer Lord,186,36,9,10,52,39,25,22
687,Light Warrior Queen,55,35,9,17,92,44,13,20
688,Storm Knight Guardian,61,26,19,19,25,37,18,19
689,Storm Assassin Prince,158,42,39,12,50,20,30,12
690,Ancient Priest Guardian,142,40,18,2,77,47,8,12
691,Ancient Paladin Legend,90,32,29,2,53,27,8,11
692,Ice Priest Legend,121,46,16,17,34,19,7,24
693,Ancient Archer Elite,119,42,27,12,15,49,26,16
694,Ancient Knight Champion,172,31,19,17,44,43,19,10
695,Earth Warrior Elite,143,21,22,15,88,30,32,10
696,Dark Berserker Guardian,81,14,36,8,94,19,15,18
697,Holy Assassin Guardian,142,13,32,9,46,47,17,12
698,Earth Berserker Legend,108,17,18,2,38,55,14,18
699,Wind Archer Master,71,23,15,19,4,46,14,2
700,Holy Archer Guardian,50,36,19,19,41,57,9,24
701,Earth Warrior Elite,87,38,30,1,85,50,18,11
702,Dark Paladin King,117,47,21,4,48,46,25,5
703,Storm Paladin Slayer,164,17,29,13,39,34,15,14
704,Wind Berserker Master,61,13,25,5,1,53,19,15
705,Ice Warrior Champion,148,18,21,11,25,33,18,8
706,Ice Assassin King,129,48,23,6,18,31,33,3
707,Earth Warrior Guardian,101,44,18,12,23,45,28,17
708,Shadow Knight Guardian,184,30,22,4,85,22,31,3
709,Ice Archer Guardian,164,31,26,14,69,44,6,16
710,Fire Assassin Champion,194,44,26,3,66,22,26,13
711,Wind Assassin Legend,185,12,5,16,97,38,26,5
712,Storm Berserker Queen,156,14,34,19,51,11,8,15
713,Fire Necromancer Master,57,32,26,12,70,39,24,10
714,Shadow Assassin Master,164,35,24,14,87,46,19,24
715,Dark Necromancer Lord,121,16,22,7,70,46,26,10
716,Dark Mage Elite,165,10,21,4,37,53,8,14
717,Dark Berserker Elite,137,23,11,8,81,17,16,4
718,Fire Ranger Master,171,13,21,2,39,54,32,17
719,Storm Knight Legend,162,44,24,5,68,27,23,21
720,Storm Ranger Prince,117,33,10,3,30,55,21,1
721,Shadow Ranger Master,143,18,18,14,27,34,12,16
722,Ice Mage Guardian,145,33,16,17,58,33,5,13
723,Storm Archer Lord,86,35,36,18,26,39,34,3
724,Storm Knight Master,135,19,17,17,96,13,8,15
725,Shadow Assassin Queen,162,47,25,16,45,26,7,24
726,Ice Knight Legend,101,48,30,16,34,21,24,16
727,Fire Berserker King,127,10,7,10,72,35,33,10
728,Shadow Archer Champion,173,45,38,7,45,16,24,1
729,Storm Ranger Slayer,143,45,18,3,13,47,32,23
730,Fire Warrior Slayer,109,26,24,14,94,40,22,1
731,Ancient Knight Guardian,122,15,34,17,97,48,20,24
732,Light Warrior Queen,158,25,11,3,60,28,11,12
733,Shadow Necromancer Slayer,55,29,23,16,72,19,6,11
734,Storm Paladin Queen,193,26,13,6,24,48,8,10
735,Fire Paladin Guardian,185,38,10,11,81,10,11,20
736,Storm Assassin Slayer,158,14,17,8,17,12,15,23
737,Holy Priest Slayer,97,27,31,17,33,17,18,9
738,Storm Priest Legend,101,33,33,13,18,28,5,6
739,Earth Mage Legend,82,37,9,18,86,40,6,2
740,Ice Necromancer Master,78,25,29,15,92,44,7,10
741,Light Ranger Master,163,40,32,11,51,54,34,22
742,Earth Ranger Prince,100,18,7,15,42,23,29,8
743,Storm Mage Elite,86,25,20,18,39,32,15,4
744,Fire Necromancer Master,58,47,17,3,31,15,10,3
745,Storm Archer Lord,149,12,22,14,17,23,28,14
746,Shadow Knight Elite,159,30,18,3,57,34,20,14
747,Storm Priest Prince,79,16,9,8,30,58,26,3
748,Ice Priest Slayer,55,39,18,9,69,23,7,9
749,Wind Warrior Slayer,54,18,34,15,19,36,25,14
750,Shadow Paladin Guardian,62,44,16,11,78,58,29,20
751,Holy Necromancer Queen,198,29,27,15,12,50,12,12
752,Dark Ranger Prince,110,15,37,11,55,48,10,11
753,Holy Berserker Legend,111,35,23,3,13,34,8,13
754,Shadow Archer Champion,140,18,17,2,45,30,31,8
755,Ice Berserker Champion,128,27,11,13,24,31,6,15
756,Fire Warrior Champion,54,12,5,5,99,44,28,10
757,Earth Ranger King,132,31,29,4,45,26,28,14
758,Storm Mage King,138,14,7,18,49,22,25,12
759,Fire Ranger Slayer,169,17,15,2,25,31,11,13
760,Dark Necromancer Legend,75,45,27,18,7,58,26,21
761,Holy Priest Guardian,153,29,35,3,6,19,20,17
762,Dark Priest Prince,168,39,23,17,36,14,15,9
763,Ancient Warrior King,141,47,11,6,57,18,26,18
764,Ice Necromancer Lord,67,29,33,4,11,28,5,1
765,Ice Paladin Queen,146,14,36,8,19,40,24,12
766,Storm Priest Guardian,96,44,37,19,78,41,15,24
767,Ice Warrior Prince,136,34,6,2,16,58,34,8
768,Ancient Priest Guardian,72,22,7,7,18,59,7,3
769,Shadow Assassin Guardian,117,17,37,6,16,39,16,16
770,Ice Knight Queen,65,31,15,7,12,33,25,13
771,Dark Priest Elite,155,38,27,17,42,32,15,22
772,Fire Warrior Elite,182,16,34,3,88,50,17,23
773,Fire Mage Lord,158,18,24,2,82,53,23,10
774,Ice Knight Master,106,29,12,13,29,18,33,8
775,Storm Necromancer King,56,35,9,10,99,39,31,3
776,Light Mage Legend,111,49,19,7,34,41,19,7
777,Shadow Priest Slayer,155,41,17,18,24,36,12,24
778,Ancient Berserker King,100,16,36,19,31,53,6,14
779,Fire Warrior Elite,118,12,12,5,96,51,14,20
780,Light Necromancer Champion,93,47,16,3,8,27,15,21
781,Light Warrior King,60,36,14,8,39,25,23,6
782,Ice Mage Guardian,148,23,15,14,3,37,17,17
783,Light Knight King,127,45,38,12,17,49,26,5
784,Storm Ranger Legend,72,10,24,19,54,31,34,5
785,Ancient Priest Guardian,140,21,39,17,38,25,28,11
786,Storm Paladin Legend,158,15,18,9,76,17,29,13
787,Light Berserker Champion,152,17,15,3,6,10,34,17
788,Ancient Archer Slayer,181,20,28,13,32,30,16,10
789,Ancient Archer Master,74,21,19,12,9,43,30,10
790,Storm Knight Legend,160,33,33,11,24,23,28,12
791,Holy Paladin Slayer,193,20,8,15,13,51,16,3
792,Holy Berserker Prince,125,10,5,15,48,56,14,21
793,Earth Berserker King,186,31,7,16,76,19,8,16
794,Storm Assassin Queen,116,22,9,9,31,37,5,24
795,Ice Priest King,70,13,32,11,50,49,30,5
796,Shadow Warrior Elite,134,24,24,14,30,13,11,24
797,Dark Warrior Master,56,33,29,12,1,40,27,21
798,Wind Archer Champion,132,26,39,1,22,44,15,19
799,Ice Assassin Queen,113,40,31,18,61,22,32,19
800,Ice Knight King,192,11,12,17,89,48,12,11
801,Dark Knight Slayer,160,42,10,14,26,52,20,16
802,Fire Priest Slayer,140,16,37,16,10,59,20,23
803,Shadow Paladin Queen,79,28,37,16,36,49,22,14
804,Ancient Archer Master,145,10,38,15,90,59,7,6
805,Holy Warrior Slayer,76,27,6,18,6,44,12,22
806,Light Knight Elite,96,34,29,15,42,34,27,2
807,Holy Priest Queen,120,30,36,17,36,14,20,21
808,Wind Necromancer Queen,114,21,22,15,44,46,31,8
809,Ancient Warrior Slayer,143,38,16,1,14,38,22,12
810,Wind Mage Master,153,48,23,1,17,26,9,10
811,Fire Berserker Elite,183,17,20,6,63,12,5,5
812,Storm Assassin Queen,155,45,11,11,33,57,32,7
813,Light Mage Lord,87,33,23,5,43,38,21,4
814,Earth Paladin Master,132,43,10,12,86,57,20,12
815,Storm Berserker Guardian,89,20,27,16,62,10,10,12
816,Ancient Assassin Champion,145,47,34,15,38,41,18,15
817,Fire Ranger Slayer,138,23,18,8,72,14,34,19
818,Wind Berserker Guardian,133,22,13,12,62,57,21,24
819,Light Berserker Guardian,148,17,12,15,11,38,31,2
820,Shadow Archer Champion,134,37,15,9,22,23,8,12
821,Fire Paladin Lord,54,25,23,10,78,10,19,2
822,Fire Priest Elite,190,37,11,4,95,59,17,22
823,Earth Berserker King,150,40,25,6,18,46,13,21
824,Wind Knight Legend,104,16,33,5,60,49,31,14
825,Shadow Ranger King,125,39,26,5,2,26,8,2
826,Ice Warrior Guardian,153,38,31,18,48,51,28,19
827,Storm Ranger Slayer,54,22,6,8,71,29,23,1
828,Dark Paladin Queen,104,20,34,13,93,45,33,19
829,Earth Necromancer Champion,157,28,8,10,67,25,6,19
830,Dark Knight Queen,167,38,15,5,63,40,26,11
831,Ice Necromancer Legend,84,24,22,2,79,54,7,20
832,Wind Mage Champion,82,34,24,6,22,45,14,23
833,Fire Berserker Master,185,28,9,8,71,13,15,1
834,Light Assassin Champion,170,19,31,19,57,35,9,17
835,Fire Priest Lord,196,29,29,13,35,29,5,3
836,Ice Berserker King,67,27,5,19,42,19,34,12
837,Wind Necromancer King,108,42,16,11,22,17,29,20
838,Earth Archer Prince,145,29,26,13,6,46,33,24
839,Dark Warrior Master,124,14,15,19,59,14,34,18
840,Holy Ranger Lord,148,14,36,7,81,19,31,8
841,Earth Warrior Elite,137,42,23,7,74,16,12,13
842,Wind Ranger King,82,22,12,5,25,37,26,20
843,Shadow Assassin Slayer,101,43,23,15,74,55,28,3
844,Holy Knight Master,122,31,22,9,24,27,30,11
845,Fire Warrior Queen,103,45,25,2,58,56,14,14
846,Holy Mage Prince,181,28,29,16,96,29,15,18
847,Earth Warrior Legend,62,42,29,15,80,25,16,24
848,Ice Warrior Guardian,188,29,27,4,64,26,29,20
849,Light Priest Elite,182,36,5,15,40,29,18,3
850,Earth Assassin King,110,42,31,8,84,16,5,5
851,Holy Berserker Prince,84,31,12,4,77,47,5,22
852,Holy Ranger Queen,61,47,6,14,5,55,34,13
853,Fire Assassin Lord,135,12,34,8,23,34,25,19
854,Ancient Berserker King,103,26,22,11,21,40,26,3
855,Wind Priest Prince,192,38,34,8,13,14,7,5
856,Fire Archer Elite,53,48,10,7,36,35,20,6
857,Ancient Ranger Champion,159,33,26,5,52,45,16,20
858,Light Paladin Guardian,58,15,8,12,84,28,23,17
859,Holy Knight Elite,91,25,23,8,84,22,11,14
860,Storm Priest Slayer,70,49,13,15,90,38,16,21
861,Storm Warrior King,111,46,5,5,77,43,9,15
862,Fire Necromancer Queen,151,22,12,14,14,53,8,15
863,Wind Archer Elite,103,49,8,7,8,32,6,8
864,Shadow Paladin Elite,188,49,26,8,58,34,20,10
865,Shadow Mage Slayer,147,22,37,11,20,31,20,18
866,Shadow Archer Master,101,32,6,3,44,39,26,14
867,Ancient Necromancer Guardian,146,25,12,2,76,24,24,2
868,Fire Knight Champion,146,23,32,8,51,23,22,20
869,Light Ranger Slayer,170,35,6,7,44,11,33,17
870,Fire Mage Slayer,192,37,24,7,10,43,11,2
871,Holy Necromancer Slayer,119,46,29,7,6,14,18,24
872,Light Paladin Champion,185,33,25,1,42,52,22,4
873,Earth Necromancer Slayer,189,25,9,16,18,18,32,15
874,Dark Warrior Slayer,50,17,10,13,10,59,30,6
875,Fire Necromancer Legend,69,40,38,15,5,22,16,12
876,Earth Knight Champion,160,49,15,5,22,55,13,2
877,Earth Priest Slayer,70,33,19,18,77,47,23,7
878,Fire Berserker Champion,190,20,17,17,41,16,24,6
879,Wind Knight Queen,79,27,10,7,87,48,33,24
880,Fire Archer Queen,103,35,18,7,14,34,24,21
881,Ice Necromancer Master,190,11,6,17,35,34,9,10
882,Ice Ranger Queen,157,25,38,15,42,53,30,9
883,Ice Knight Prince,121,45,29,10,6,59,10,14
884,Holy Necromancer Queen,52,30,9,6,99,31,18,21
885,Shadow Ranger Guardian,190,46,5,8,39,13,28,1
886,Ancient Priest Champion,112,32,10,4,86,32,9,5
887,Holy Necromancer Queen,90,24,21,12,12,53,17,22
888,Storm Knight Guardian,175,48,32,10,66,40,8,20
889,Holy Ranger Champion,71,13,24,4,82,38,5,17
890,Wind Necromancer Guardian,118,36,27,18,77,57,31,15
891,Dark Necromancer Prince,163,39,11,8,39,48,21,2
892,Ancient Mage Prince,107,18,18,2,95,12,30,22
893,Holy Berserker Guardian,74,30,9,16,73,51,10,22
894,Dark Paladin Champion,146,23,33,19,45,18,11,4
895,Earth Necromancer Prince,181,20,19,11,71,59,30,19
896,Light Mage Champion,64,32,29,5,55,12,26,22
897,Dark Necromancer Champion,124,33,6,5,98,40,25,17
898,Wind Necromancer Slayer,146,35,35,9,17,16,10,2
899,Ice Priest Slayer,166,19,14,6,20,40,10,11
900,Wind Paladin Prince,55,40,34,10,47,10,12,3
901,Storm Knight Champion,106,46,7,8,13,53,22,18
902,Ancient Priest King,160,42,33,19,70,29,7,13
903,Light Archer Legend,62,33,8,12,65,42,10,20
904,Fire Necromancer King,183,44,17,5,83,34,14,21
905,Ancient Paladin Elite,154,11,5,14,50,25,30,1
906,Ancient Warrior Guardian,118,43,21,6,53,21,33,14
907,Light Mage Queen,104,46,38,12,47,38,22,5
908,Ice Archer Lord,56,45,7,11,95,17,30,23
909,Fire Ranger Lord,85,25,22,15,56,57,7,22
910,Ice Assassin Champion,93,36,8,15,87,51,13,11
911,Holy Berserker Queen,87,41,25,4,95,23,28,17
912,Fire Ranger Prince,63,37,24,3,71,10,23,3
913,Storm Paladin Slayer,78,34,19,9,21,23,5,17
914,Holy Warrior Guardian,170,16,30,4,37,59,29,4
915,Wind Mage Legend,163,32,19,4,75,16,13,20
916,Wind Mage Guardian,119,33,39,16,49,13,20,17
917,Earth Necromancer Prince,120,45,19,8,54,42,24,8
918,Ice Warrior Guardian,78,43,34,1,2,36,32,10
919,Ancient Archer Prince,70,37,9,4,57,35,26,15
920,Ancient Assassin Elite,84,14,23,15,35,39,23,4
921,Ice Paladin Guardian,167,26,9,19,45,12,34,19
922,Light Ranger Lord,194,39,30,6,34,13,9,15
923,Wind Necromancer Lord,73,34,30,10,23,18,14,19
924,Shadow Ranger Slayer,123,46,29,2,61,12,25,16
925,Fire Archer Master,194,15,32,2,8,22,21,1
926,Holy Necromancer Slayer,132,20,22,5,94,51,29,11
927,Ice Necromancer Queen,75,20,33,11,27,32,7,23
928,Dark Berserker Elite,51,36,25,14,17,14,7,6
929,Holy Warrior Champion,167,24,21,11,39,15,30,20
930,Holy Paladin Master,131,48,23,5,51,58,7,23
931,Shadow Paladin Elite,128,19,35,13,23,43,26,10
932,Light Warrior King,94,28,21,3,71,13,34,2
933,Fire Paladin Lord,173,14,26,4,91,39,8,4
934,Shadow Mage Master,156,43,12,14,75,54,10,3
935,Ice Priest Master,71,37,7,16,40,22,5,24
936,Holy Assassin Lord,86,26,30,1,5,47,8,7
937,Dark Mage Lord,78,40,27,17,2,25,7,22
938,Light Knight Slayer,156,48,37,3,12,19,30,3
939,Shadow Archer Guardian,113,33,32,19,73,52,17,24
940,Light Assassin Legend,179,29,15,4,51,21,26,22
